date,region,product_type,product_id,product_name,customers_acquired,avg_product_value,marketing_spend,churn_rate,revenue
2021-08,North,Credit Card,1308,Platinum Card,283,1113.27,12808.61,0.0684,293505.62
2021-08,North,Credit Card,1309,CashBack Card,358,331.86,14291.18,0.0607,111594.36
2021-08,North,Credit Card,1310,Student Card,385,1982.57,23281.8,0.0667,712378.04
2021-08,North,Mortgage,1311,Home Loan Pro,366,199572.24,32718.34,0.0537,69121007.12
2021-08,North,Mortgage,1312,First Home Loan,315,199140.66,25711.93,0.0498,59605388.37
2021-08,North,Personal Loan,1313,Flexi Loan,310,1303.12,14054.94,0.0449,385829.07
2021-08,North,Personal Loan,1314,Instant Loan,334,476.0,13713.94,0.0597,149492.66
2021-08,North,Savings Account,1315,High Yield Savings,285,764.58,21383.55,0.0646,203828.62
2021-08,North,Savings Account,1316,Standard Savings,375,501.64,24963.44,0.0609,176658.8
2021-08,North,Investment,1317,WealthBuilder Fund,402,160.12,24285.46,0.0466,61368.68
2021-08,North,Investment,1318,Retirement Plan,387,2217.16,27606.58,0.07,797978.06
2021-08,South,Credit Card,1319,Platinum Card,333,568.38,18412.13,0.0365,182362.17
2021-08,South,Credit Card,1320,CashBack Card,281,490.8,23887.66,0.0775,127226.4
2021-08,South,Credit Card,1321,Student Card,363,2012.55,27289.78,0.0397,701552.59
2021-08,South,Mortgage,1322,Home Loan Pro,335,200634.72,25548.5,0.0582,63300856.06
2021-08,South,Mortgage,1323,First Home Loan,399,199758.74,12195.55,0.0214,77998077.28
2021-08,South,Personal Loan,1324,Flexi Loan,346,1252.94,19682.77,0.0462,413488.74
2021-08,South,Personal Loan,1325,Instant Loan,376,100.0,22704.35,0.0677,35054.48
2021-08,South,Savings Account,1326,High Yield Savings,324,1367.29,29190.92,0.0455,422845.37
2021-08,South,Savings Account,1327,Standard Savings,388,650.68,23727.02,0.0323,244309.26
2021-08,South,Investment,1328,WealthBuilder Fund,396,1428.31,24495.68,0.068,527149.23
2021-08,South,Investment,1329,Retirement Plan,374,1214.45,17475.85,0.0659,424272.24
2021-08,East,Credit Card,1330,Platinum Card,345,2860.68,24296.55,0.0338,953576.21
2021-08,East,Credit Card,1331,CashBack Card,371,284.53,21325.78,0.0628,98931.42
2021-08,East,Credit Card,1332,Student Card,349,100.0,19450.31,0.0303,33842.53
2021-08,East,Mortgage,1333,Home Loan Pro,347,199531.42,20377.17,0.018,67991129.49
2021-08,East,Mortgage,1334,First Home Loan,318,199792.37,11250.11,0.0681,59207310.05
2021-08,East,Personal Loan,1335,Flexi Loan,387,784.5,18899.03,0.01,300565.48
2021-08,East,Personal Loan,1336,Instant Loan,366,1082.44,12712.24,0.0438,378820.66
2021-08,East,Savings Account,1337,High Yield Savings,378,247.84,17457.72,0.0477,89214.82
2021-08,East,Savings Account,1338,Standard Savings,336,113.78,21343.31,0.0521,36238.29
2021-08,East,Investment,1339,WealthBuilder Fund,333,100.0,19679.65,0.0382,32027.94
2021-08,East,Investment,1340,Retirement Plan,371,100.0,12079.32,0.0553,35048.37
2021-08,West,Credit Card,1341,Platinum Card,349,1508.73,23439.32,0.0584,495796.44
2021-08,West,Credit Card,1342,CashBack Card,402,291.71,21714.08,0.0334,113350.69
2021-08,West,Credit Card,1343,Student Card,320,100.0,24598.74,0.0523,30326.4
2021-08,West,Mortgage,1344,Home Loan Pro,335,200168.65,22209.7,0.0282,65165504.51
2021-08,West,Mortgage,1345,First Home Loan,386,201410.93,18493.72,0.0437,74347179.13
2021-08,West,Personal Loan,1346,Flexi Loan,399,1058.35,16276.08,0.0161,415482.92
2021-08,West,Personal Loan,1347,Instant Loan,388,354.43,19126.81,0.0203,134727.21
2021-08,West,Savings Account,1348,High Yield Savings,338,353.77,28876.55,0.0261,116453.37
2021-08,West,Savings Account,1349,Standard Savings,349,1919.15,17190.57,0.0234,654110.42
2021-08,West,Investment,1350,WealthBuilder Fund,337,100.0,16534.07,0.0133,33251.79
2021-08,West,Investment,1351,Retirement Plan,337,2171.25,26985.4,0.1117,649979.1
2021-09,North,Credit Card,1352,Platinum Card,317,691.97,23898.3,0.0762,202639.68
2021-09,North,Credit Card,1353,CashBack Card,302,2395.68,25551.51,0.0263,704467.43
2021-09,North,Credit Card,1354,Student Card,360,973.59,21400.81,0.0338,338645.76
2021-09,North,Mortgage,1355,Home Loan Pro,357,200424.06,14426.26,0.052,67830717.17
2021-09,North,Mortgage,1356,First Home Loan,337,198232.7,12745.13,0.0332,64586513.16
2021-09,North,Personal Loan,1357,Flexi Loan,335,556.38,19532.83,0.0546,176210.55
2021-09,North,Personal Loan,1358,Instant Loan,397,892.7,22238.58,0.0186,347810.02
2021-09,North,Savings Account,1359,High Yield Savings,350,100.0,13659.82,0.0525,33162.5
2021-09,North,Savings Account,1360,Standard Savings,288,100.0,15632.95,0.0248,28085.76
2021-09,North,Investment,1361,WealthBuilder Fund,315,134.96,17390.49,0.0613,39906.39
2021-09,North,Investment,1362,Retirement Plan,396,2100.96,29791.74,0.0254,810847.86
2021-09,South,Credit Card,1363,Platinum Card,311,1496.7,22618.8,0.0554,439686.46
2021-09,South,Credit Card,1364,CashBack Card,375,1265.89,28845.58,0.0428,454391.22
2021-09,South,Credit Card,1365,Student Card,361,1280.12,20093.9,0.0631,432963.34
2021-09,South,Mortgage,1366,Home Loan Pro,342,198226.97,26309.61,0.0319,65631007.14
2021-09,South,Mortgage,1367,First Home Loan,388,199346.23,18890.87,0.0635,72434844.83
2021-09,South,Personal Loan,1368,Flexi Loan,402,2193.96,18315.51,0.0583,830552.96
2021-09,South,Personal Loan,1369,Instant Loan,414,2491.92,13076.77,0.0693,960161.2
2021-09,South,Savings Account,1370,High Yield Savings,352,1593.56,5298.06,0.0631,525538.24
2021-09,South,Savings Account,1371,Standard Savings,363,1194.74,31198.72,0.0592,408016.14
2021-09,South,Investment,1372,WealthBuilder Fund,347,105.65,16580.2,0.0393,35219.79
2021-09,South,Investment,1373,Retirement Plan,355,1856.62,22333.63,0.0597,619751.82
2021-09,East,Credit Card,1374,Platinum Card,386,973.48,15590.63,0.0467,358215.13
2021-09,East,Credit Card,1375,CashBack Card,393,255.1,30547.22,0.0657,93667.59
2021-09,East,Credit Card,1376,Student Card,348,1030.19,23043.04,0.0407,343914.92
2021-09,East,Mortgage,1377,Home Loan Pro,315,199780.56,14169.96,0.0486,59872435.81
2021-09,East,Mortgage,1378,First Home Loan,341,199230.86,15300.48,0.0666,63413070.89
2021-09,East,Personal Loan,1379,Flexi Loan,355,806.17,12613.36,0.0552,270392.64
2021-09,East,Personal Loan,1380,Instant Loan,268,145.33,21675.19,0.0502,36993.23
2021-09,East,Savings Account,1381,High Yield Savings,368,2003.71,30260.83,0.0664,688404.23
2021-09,East,Savings Account,1382,Standard Savings,353,1236.58,26848.54,0.0269,424770.55
2021-09,East,Investment,1383,WealthBuilder Fund,345,1065.27,16526.43,0.0418,352155.89
2021-09,East,Investment,1384,Retirement Plan,381,129.73,18931.44,0.0612,46402.19
2021-09,West,Credit Card,1385,Platinum Card,391,384.37,15707.75,0.0725,139392.74
2021-09,West,Credit Card,1386,CashBack Card,292,2069.61,20948.14,0.0672,563715.4
2021-09,West,Credit Card,1387,Student Card,405,1151.4,21952.32,0.0479,443980.42
2021-09,West,Mortgage,1388,Home Loan Pro,361,200738.08,20554.45,0.0592,68176433.22
2021-09,West,Mortgage,1389,First Home Loan,290,200903.48,17100.31,0.0334,56316058.09
2021-09,West,Personal Loan,1390,Flexi Loan,301,382.35,18419.64,0.0623,107917.41
2021-09,West,Personal Loan,1391,Instant Loan,307,2203.88,24915.41,0.0438,646956.47
2021-09,West,Savings Account,1392,High Yield Savings,376,713.61,21637.1,0.01,265634.19
2021-09,West,Savings Account,1393,Standard Savings,348,2338.62,25195.56,0.0485,774368.53
2021-09,West,Investment,1394,WealthBuilder Fund,328,901.56,17830.17,0.0528,280098.1
2021-09,West,Investment,1395,Retirement Plan,318,660.09,15607.59,0.0217,205353.6
2021-10,North,Credit Card,1396,Platinum Card,273,100.0,20506.78,0.0284,26524.68
2021-10,North,Credit Card,1397,CashBack Card,408,1788.55,18857.0,0.0301,707763.58
2021-10,North,Credit Card,1398,Student Card,316,745.1,22218.07,0.0623,220782.97
2021-10,North,Mortgage,1399,Home Loan Pro,320,200367.39,25268.06,0.0355,61841391.25
2021-10,North,Mortgage,1400,First Home Loan,372,200231.65,25489.21,0.0462,71044912.57
2021-10,North,Personal Loan,1401,Flexi Loan,299,308.38,20509.28,0.081,84736.96
2021-10,North,Personal Loan,1402,Instant Loan,307,2882.36,23931.56,0.0706,822411.67
2021-10,North,Savings Account,1403,High Yield Savings,316,1131.1,23351.1,0.0635,334730.95
2021-10,North,Savings Account,1404,Standard Savings,301,1297.89,22831.4,0.053,369959.65
2021-10,North,Investment,1405,WealthBuilder Fund,342,1635.73,20104.43,0.0546,528875.35
2021-10,North,Investment,1406,Retirement Plan,363,337.87,17010.96,0.0568,115680.47
2021-10,South,Credit Card,1407,Platinum Card,325,100.0,20106.91,0.0576,30628.0
2021-10,South,Credit Card,1408,CashBack Card,401,189.14,13712.11,0.0453,72409.36
2021-10,South,Credit Card,1409,Student Card,343,1466.36,14554.6,0.0469,479372.59
2021-10,South,Mortgage,1410,Home Loan Pro,357,200455.62,19260.72,0.0522,67827085.68
2021-10,South,Mortgage,1411,First Home Loan,409,200411.79,8940.69,0.0807,75353570.45
2021-10,South,Personal Loan,1412,Flexi Loan,350,1953.67,19776.18,0.0332,661082.85
2021-10,South,Personal Loan,1413,Instant Loan,335,1402.82,20239.81,0.0566,443345.83
2021-10,South,Savings Account,1414,High Yield Savings,305,494.34,17137.07,0.0607,141621.74
2021-10,South,Savings Account,1415,Standard Savings,335,1759.39,22129.44,0.0504,559690.11
2021-10,South,Investment,1416,WealthBuilder Fund,321,270.92,25239.56,0.0452,83034.49
2021-10,South,Investment,1417,Retirement Plan,357,100.0,23092.44,0.0459,34061.37
2021-10,East,Credit Card,1418,Platinum Card,372,510.05,22343.03,0.0778,174976.94
2021-10,East,Credit Card,1419,CashBack Card,379,1066.1,30498.61,0.0451,385829.16
2021-10,East,Credit Card,1420,Student Card,302,992.8,23075.15,0.01,296827.34
2021-10,East,Mortgage,1421,Home Loan Pro,400,202000.37,10667.3,0.0702,75127977.61
2021-10,East,Mortgage,1422,First Home Loan,399,198159.67,28050.86,0.0339,76385380.82
2021-10,East,Personal Loan,1423,Flexi Loan,382,1746.09,20529.47,0.0617,625852.09
2021-10,East,Personal Loan,1424,Instant Loan,395,1926.24,17632.14,0.0456,726169.37
2021-10,East,Savings Account,1425,High Yield Savings,331,100.0,27055.25,0.0419,31713.11
2021-10,East,Savings Account,1426,Standard Savings,391,139.99,14849.93,0.0414,52470.02
2021-10,East,Investment,1427,WealthBuilder Fund,321,1086.36,19455.12,0.0707,324066.95
2021-10,East,Investment,1428,Retirement Plan,335,2235.78,14644.73,0.0636,701350.77
2021-10,West,Credit Card,1429,Platinum Card,366,2192.51,19164.02,0.0633,751663.03
2021-10,West,Credit Card,1430,CashBack Card,361,324.29,20170.76,0.0283,113755.65
2021-10,West,Credit Card,1431,Student Card,331,100.0,17031.02,0.0307,32083.83
2021-10,West,Mortgage,1432,Home Loan Pro,352,199748.27,25668.12,0.0288,68286422.98
2021-10,West,Mortgage,1433,First Home Loan,388,198801.72,18206.95,0.0335,74551042.6
2021-10,West,Personal Loan,1434,Flexi Loan,338,2738.9,24894.29,0.0517,877887.02
2021-10,West,Personal Loan,1435,Instant Loan,319,191.73,23876.4,0.0221,59810.19
2021-10,West,Savings Account,1436,High Yield Savings,346,2051.95,15009.7,0.0423,679942.77
2021-10,West,Savings Account,1437,Standard Savings,336,1250.2,19756.97,0.059,395283.24
2021-10,West,Investment,1438,WealthBuilder Fund,318,1816.07,19628.95,0.0717,536102.77
2021-10,West,Investment,1439,Retirement Plan,362,1924.16,17208.49,0.028,677042.63
2021-11,North,Credit Card,1440,Platinum Card,294,1311.7,17756.16,0.0358,371833.9
2021-11,North,Credit Card,1441,CashBack Card,391,2876.17,22270.92,0.0393,1080386.38
2021-11,North,Credit Card,1442,Student Card,394,600.85,21499.25,0.0597,222601.83
2021-11,North,Mortgage,1443,Home Loan Pro,407,201247.9,24451.92,0.0615,76870559.74
2021-11,North,Mortgage,1444,First Home Loan,384,198221.65,16725.27,0.0293,73886882.17
2021-11,North,Personal Loan,1445,Flexi Loan,382,951.79,14414.29,0.0298,352748.98
2021-11,North,Personal Loan,1446,Instant Loan,394,1683.57,13170.22,0.0742,614107.75
2021-11,North,Savings Account,1447,High Yield Savings,406,1261.25,18038.43,0.0415,490816.7
2021-11,North,Savings Account,1448,Standard Savings,288,2217.75,15657.79,0.0363,615526.75
2021-11,North,Investment,1449,WealthBuilder Fund,333,848.44,17448.33,0.0542,267217.37
2021-11,North,Investment,1450,Retirement Plan,316,2387.26,25733.12,0.0263,734534.12
2021-11,South,Credit Card,1451,Platinum Card,315,1520.97,15181.21,0.0309,464301.19
2021-11,South,Credit Card,1452,CashBack Card,386,1404.91,19788.32,0.0523,513933.22
2021-11,South,Credit Card,1453,Student Card,331,100.0,14458.71,0.0168,32543.92
2021-11,South,Mortgage,1454,Home Loan Pro,376,200742.75,26823.99,0.0874,68882385.45
2021-11,South,Mortgage,1455,First Home Loan,369,200489.26,17266.6,0.0446,70681004.99
2021-11,South,Personal Loan,1456,Flexi Loan,370,2189.91,25068.38,0.0185,795276.77
2021-11,South,Personal Loan,1457,Instant Loan,316,1926.06,30776.66,0.0304,590132.46
2021-11,South,Savings Account,1458,High Yield Savings,333,100.0,27703.93,0.0514,31588.38
2021-11,South,Savings Account,1459,Standard Savings,407,1722.59,18073.08,0.0584,660150.23
2021-11,South,Investment,1460,WealthBuilder Fund,327,1728.05,18385.88,0.0552,533880.36
2021-11,South,Investment,1461,Retirement Plan,319,1297.13,28747.92,0.0776,381674.8
2021-11,East,Credit Card,1462,Platinum Card,390,1587.14,14357.63,0.0305,600105.57
2021-11,East,Credit Card,1463,CashBack Card,299,100.0,22039.38,0.0591,28132.91
2021-11,East,Credit Card,1464,Student Card,375,100.0,20462.7,0.0421,35921.25
2021-11,East,Mortgage,1465,Home Loan Pro,322,201469.8,16070.07,0.0224,63420114.23
2021-11,East,Mortgage,1466,First Home Loan,381,199579.6,26813.09,0.0566,71735973.36
2021-11,East,Personal Loan,1467,Flexi Loan,355,1894.37,18017.82,0.0779,620113.49
2021-11,East,Personal Loan,1468,Instant Loan,357,309.61,20020.47,0.0659,103246.79
2021-11,East,Savings Account,1469,High Yield Savings,351,983.46,19856.46,0.0469,329004.84
2021-11,East,Savings Account,1470,Standard Savings,359,1790.37,21700.26,0.0614,603278.42
2021-11,East,Investment,1471,WealthBuilder Fund,342,1968.18,19479.38,0.0656,628961.05
2021-11,East,Investment,1472,Retirement Plan,363,2048.97,17665.98,0.0366,716553.9
2021-11,West,Credit Card,1473,Platinum Card,348,2005.54,18851.0,0.033,674896.3
2021-11,West,Credit Card,1474,CashBack Card,324,2447.59,20530.87,0.0435,758522.83
2021-11,West,Credit Card,1475,Student Card,383,1802.92,18163.86,0.0133,681334.47
2021-11,West,Mortgage,1476,Home Loan Pro,317,201594.86,17667.25,0.052,60582480.95
2021-11,West,Mortgage,1477,First Home Loan,348,201120.74,15058.66,0.0143,68989160.27
2021-11,West,Personal Loan,1478,Flexi Loan,321,2118.88,29169.61,0.0449,649621.27
2021-11,West,Personal Loan,1479,Instant Loan,336,662.47,13111.91,0.0387,213975.69
2021-11,West,Savings Account,1480,High Yield Savings,352,1536.38,21832.83,0.0331,522905.09
2021-11,West,Savings Account,1481,Standard Savings,410,2719.85,25076.14,0.0452,1064734.24
2021-11,West,Investment,1482,WealthBuilder Fund,383,957.8,29657.2,0.048,349229.2
2021-11,West,Investment,1483,Retirement Plan,342,1724.41,20191.19,0.021,577363.51
2021-12,North,Credit Card,1484,Platinum Card,312,1418.86,24319.4,0.0687,412271.91
2021-12,North,Credit Card,1485,CashBack Card,300,776.65,26222.49,0.0526,220739.46
2021-12,North,Credit Card,1486,Student Card,368,1266.28,10956.26,0.0766,430296.13
2021-12,North,Mortgage,1487,Home Loan Pro,305,200043.87,19077.08,0.036,58816898.66
2021-12,North,Mortgage,1488,First Home Loan,305,198661.84,19564.01,0.0633,56756396.39
2021-12,North,Personal Loan,1489,Flexi Loan,383,1463.67,26000.39,0.0402,538050.07
2021-12,North,Personal Loan,1490,Instant Loan,385,1151.01,18583.66,0.0809,407288.92
2021-12,North,Savings Account,1491,High Yield Savings,368,1811.14,26446.98,0.0694,620244.45
2021-12,North,Savings Account,1492,Standard Savings,399,236.88,21244.65,0.0168,92927.27
2021-12,North,Investment,1493,WealthBuilder Fund,363,2819.64,20419.13,0.0782,943489.33
2021-12,North,Investment,1494,Retirement Plan,341,199.02,27532.11,0.0254,66142.03
2021-12,South,Credit Card,1495,Platinum Card,309,2307.48,22707.04,0.0788,656826.03
2021-12,South,Credit Card,1496,CashBack Card,393,206.87,25304.07,0.0828,74568.28
2021-12,South,Credit Card,1497,Student Card,350,344.42,16209.57,0.0363,116171.14
2021-12,South,Mortgage,1498,Home Loan Pro,339,200379.28,28045.37,0.0292,65945061.5
2021-12,South,Mortgage,1499,First Home Loan,358,200240.42,16710.83,0.0671,66875935.04
2021-12,South,Personal Loan,1500,Flexi Loan,347,186.99,23669.95,0.0759,59960.72
2021-12,South,Personal Loan,1501,Instant Loan,324,1114.35,12370.35,0.0624,338519.92
2021-12,South,Savings Account,1502,High Yield Savings,311,1349.89,19860.72,0.0633,393241.45
2021-12,South,Savings Account,1503,Standard Savings,320,1697.31,21748.25,0.0187,532982.5
2021-12,South,Investment,1504,WealthBuilder Fund,349,2726.63,20518.99,0.0879,867948.77
2021-12,South,Investment,1505,Retirement Plan,369,276.88,16463.53,0.0525,96804.86
2021-12,East,Credit Card,1506,Platinum Card,386,3449.46,14118.48,0.0285,1293544.05
2021-12,East,Credit Card,1507,CashBack Card,349,100.0,25408.83,0.0238,34069.38
2021-12,East,Credit Card,1508,Student Card,363,1239.59,22420.8,0.0346,434402.17
2021-12,East,Mortgage,1509,Home Loan Pro,303,199599.26,24833.8,0.0566,57055488.39
2021-12,East,Mortgage,1510,First Home Loan,364,201346.06,23995.44,0.0332,70856738.97
2021-12,East,Personal Loan,1511,Flexi Loan,390,1408.67,21838.25,0.01,543887.49
2021-12,East,Personal Loan,1512,Instant Loan,341,1654.49,20029.17,0.0412,540936.83
2021-12,East,Savings Account,1513,High Yield Savings,396,2058.74,20006.9,0.0245,795287.14
2021-12,East,Savings Account,1514,Standard Savings,363,257.52,17573.47,0.0746,86506.17
2021-12,East,Investment,1515,WealthBuilder Fund,367,2685.01,13395.88,0.0947,892081.42
2021-12,East,Investment,1516,Retirement Plan,387,1523.08,26654.34,0.0669,549998.96
2021-12,West,Credit Card,1517,Platinum Card,395,1499.77,21072.84,0.0694,551295.95
2021-12,West,Credit Card,1518,CashBack Card,372,2755.48,27865.1,0.0407,983319.49
2021-12,West,Credit Card,1519,Student Card,325,849.16,21659.71,0.066,257762.52
2021-12,West,Mortgage,1520,Home Loan Pro,339,200629.53,15978.42,0.0679,63395300.09
2021-12,West,Mortgage,1521,First Home Loan,382,199368.42,25962.48,0.0476,72533580.59
2021-12,West,Personal Loan,1522,Flexi Loan,318,794.14,16267.11,0.0465,240793.57
2021-12,West,Personal Loan,1523,Instant Loan,339,100.0,26159.92,0.01,33561.0
2021-12,West,Savings Account,1524,High Yield Savings,298,387.31,25259.48,0.0297,111990.45
2021-12,West,Savings Account,1525,Standard Savings,325,238.81,13228.6,0.0299,75292.61
2021-12,West,Investment,1526,WealthBuilder Fund,363,968.56,15757.86,0.0615,329964.66
2021-12,West,Investment,1527,Retirement Plan,326,100.0,14171.64,0.0504,30956.96
2022-01,North,Credit Card,1528,Platinum Card,367,839.26,25179.24,0.0492,292854.41
2022-01,North,Credit Card,1529,CashBack Card,408,1189.23,28694.26,0.0436,464050.87
2022-01,North,Credit Card,1530,Student Card,343,100.0,22945.7,0.0803,31545.71
2022-01,North,Mortgage,1531,Home Loan Pro,419,200357.84,28513.48,0.0485,79878363.11
2022-01,North,Mortgage,1532,First Home Loan,382,199198.54,21654.05,0.0439,72753322.6
2022-01,North,Personal Loan,1533,Flexi Loan,405,1242.16,18783.08,0.044,480939.51
2022-01,North,Personal Loan,1534,Instant Loan,422,1094.31,28637.41,0.0447,441156.41
2022-01,North,Savings Account,1535,High Yield Savings,375,2002.65,13542.37,0.0558,709088.3
2022-01,North,Savings Account,1536,Standard Savings,385,1213.45,24143.55,0.0812,429243.38
2022-01,North,Investment,1537,WealthBuilder Fund,324,3035.03,17338.44,0.0739,910680.18
2022-01,North,Investment,1538,Retirement Plan,301,100.0,24177.17,0.0527,28513.73
2022-01,South,Credit Card,1539,Platinum Card,304,100.0,22674.09,0.0746,28132.16
2022-01,South,Credit Card,1540,CashBack Card,409,100.0,21249.51,0.03,39673.0
2022-01,South,Credit Card,1541,Student Card,363,216.48,23710.76,0.07,73081.48
2022-01,South,Mortgage,1542,Home Loan Pro,322,200359.74,20843.53,0.0792,59406182.05
2022-01,South,Mortgage,1543,First Home Loan,392,199127.85,17003.17,0.0278,75888101.54
2022-01,South,Personal Loan,1544,Flexi Loan,372,2534.36,19111.82,0.0561,889891.85
2022-01,South,Personal Loan,1545,Instant Loan,296,100.0,18562.76,0.0557,27951.28
2022-01,South,Savings Account,1546,High Yield Savings,382,1131.19,20432.14,0.0676,402903.63
2022-01,South,Savings Account,1547,Standard Savings,325,2556.0,14217.32,0.0621,779113.53
2022-01,South,Investment,1548,WealthBuilder Fund,342,824.44,23343.27,0.052,267296.64
2022-01,South,Investment,1549,Retirement Plan,325,2295.87,15017.04,0.0254,727205.34
2022-01,East,Credit Card,1550,Platinum Card,316,2699.49,25390.02,0.0378,820793.97
2022-01,East,Credit Card,1551,CashBack Card,373,100.0,23385.73,0.0451,35617.77
2022-01,East,Credit Card,1552,Student Card,349,1991.26,25191.89,0.0282,675352.16
2022-01,East,Mortgage,1553,Home Loan Pro,270,198720.63,21643.8,0.0506,50939648.85
2022-01,East,Mortgage,1554,First Home Loan,372,200324.06,14261.54,0.0517,70667837.87
2022-01,East,Personal Loan,1555,Flexi Loan,358,100.0,24123.75,0.0663,33426.46
2022-01,East,Personal Loan,1556,Instant Loan,308,804.32,27393.62,0.0421,237301.1
2022-01,East,Savings Account,1557,High Yield Savings,360,1575.34,25678.1,0.0279,551299.69
2022-01,East,Savings Account,1558,Standard Savings,317,1145.35,23082.18,0.0545,343288.31
2022-01,East,Investment,1559,WealthBuilder Fund,318,1255.05,21597.01,0.0526,378112.93
2022-01,East,Investment,1560,Retirement Plan,302,1911.36,20528.77,0.0753,533765.25
2022-01,West,Credit Card,1561,Platinum Card,399,153.68,20334.07,0.0715,56934.06
2022-01,West,Credit Card,1562,CashBack Card,319,1466.72,22531.83,0.0535,442851.9
2022-01,West,Credit Card,1563,Student Card,390,100.0,21612.33,0.0455,37225.5
2022-01,West,Mortgage,1564,Home Loan Pro,365,200423.34,30403.83,0.0151,72049885.86
2022-01,West,Mortgage,1565,First Home Loan,427,200582.24,10460.96,0.0328,82839341.86
2022-01,West,Personal Loan,1566,Flexi Loan,336,100.0,20629.92,0.0506,31899.84
2022-01,West,Personal Loan,1567,Instant Loan,319,1197.03,22147.82,0.0587,359437.82
2022-01,West,Savings Account,1568,High Yield Savings,306,100.0,20986.63,0.0412,29339.28
2022-01,West,Savings Account,1569,Standard Savings,341,2040.62,26001.31,0.0407,667530.27
2022-01,West,Investment,1570,WealthBuilder Fund,348,1410.76,19065.98,0.0567,463107.93
2022-01,West,Investment,1571,Retirement Plan,358,2957.17,12321.05,0.0718,982654.58
2022-02,North,Credit Card,1572,Platinum Card,338,100.0,18966.94,0.0622,31697.64
2022-02,North,Credit Card,1573,CashBack Card,326,1156.97,23686.26,0.0282,366535.96
2022-02,North,Credit Card,1574,Student Card,358,100.0,26899.19,0.0407,34342.94
2022-02,North,Mortgage,1575,Home Loan Pro,350,199711.2,11193.17,0.056,65984580.48
2022-02,North,Mortgage,1576,First Home Loan,324,200317.45,18335.7,0.0481,61781026.53
2022-02,North,Personal Loan,1577,Flexi Loan,311,470.67,18576.17,0.0374,140903.82
2022-02,North,Personal Loan,1578,Instant Loan,396,100.0,16684.03,0.027,38530.8
2022-02,North,Savings Account,1579,High Yield Savings,340,100.0,17556.56,0.077,31382.0
2022-02,North,Savings Account,1580,Standard Savings,319,1151.88,26274.06,0.0454,350767.5
2022-02,North,Investment,1581,WealthBuilder Fund,325,2164.61,12161.46,0.0417,674162.37
2022-02,North,Investment,1582,Retirement Plan,375,100.0,23798.56,0.0481,35696.25
2022-02,South,Credit Card,1583,Platinum Card,397,1419.61,18806.97,0.0757,520921.77
2022-02,South,Credit Card,1584,CashBack Card,288,2485.22,18791.51,0.01,708585.93
2022-02,South,Credit Card,1585,Student Card,363,100.0,13534.29,0.0614,34071.18
2022-02,South,Mortgage,1586,Home Loan Pro,319,199545.83,21698.01,0.015,62700292.97
2022-02,South,Mortgage,1587,First Home Loan,373,201981.08,25416.37,0.0387,72423325.75
2022-02,South,Personal Loan,1588,Flexi Loan,309,516.44,16939.17,0.0598,150037.08
2022-02,South,Personal Loan,1589,Instant Loan,384,641.97,18059.51,0.0222,241043.81
2022-02,South,Savings Account,1590,High Yield Savings,362,100.0,27062.24,0.0476,34476.88
2022-02,South,Savings Account,1591,Standard Savings,343,1016.13,22367.36,0.0446,332988.04
2022-02,South,Investment,1592,WealthBuilder Fund,305,100.0,18455.46,0.036,29402.0
2022-02,South,Investment,1593,Retirement Plan,376,100.0,19446.67,0.0321,36393.04
2022-02,East,Credit Card,1594,Platinum Card,321,100.0,13889.9,0.0668,29955.72
2022-02,East,Credit Card,1595,CashBack Card,328,1369.62,23365.66,0.01,444743.01
2022-02,East,Credit Card,1596,Student Card,343,1527.54,18692.67,0.0837,480091.92
2022-02,East,Mortgage,1597,Home Loan Pro,387,200341.7,18050.38,0.0532,73407522.84
2022-02,East,Mortgage,1598,First Home Loan,371,198735.86,14532.82,0.0672,68776280.59
2022-02,East,Personal Loan,1599,Flexi Loan,347,1340.51,18122.53,0.0736,430921.42
2022-02,East,Personal Loan,1600,Instant Loan,316,1245.9,5234.62,0.0748,364255.31
2022-02,East,Savings Account,1601,High Yield Savings,394,297.25,31408.26,0.0376,112712.92
2022-02,East,Savings Account,1602,Standard Savings,355,1009.04,30518.66,0.0476,341158.44
2022-02,East,Investment,1603,WealthBuilder Fund,306,1036.81,27347.91,0.0559,299528.81
2022-02,East,Investment,1604,Retirement Plan,285,1283.59,32484.09,0.0472,348556.3
2022-02,West,Credit Card,1605,Platinum Card,339,714.36,25917.47,0.0264,235774.8
2022-02,West,Credit Card,1606,CashBack Card,320,100.0,18280.12,0.0494,30419.2
2022-02,West,Credit Card,1607,Student Card,377,628.53,23807.11,0.0248,231079.31
2022-02,West,Mortgage,1608,Home Loan Pro,310,199153.15,26248.09,0.0656,57687498.04
2022-02,West,Mortgage,1609,First Home Loan,363,199960.98,25976.1,0.0596,68259719.93
2022-02,West,Personal Loan,1610,Flexi Loan,385,2443.29,8967.91,0.0391,903886.58
2022-02,West,Personal Loan,1611,Instant Loan,327,129.74,23583.99,0.01,42000.73
2022-02,West,Savings Account,1612,High Yield Savings,353,827.2,23859.6,0.0588,274831.91
2022-02,West,Savings Account,1613,Standard Savings,368,266.84,24368.3,0.0401,94259.42
2022-02,West,Investment,1614,WealthBuilder Fund,328,1652.65,14311.56,0.0743,501793.46
2022-02,West,Investment,1615,Retirement Plan,304,2734.83,19583.03,0.01,823074.44
